id,ville,latitude,longitude,beau_temps,temperature,pluie,humidite,periode,nom_hotel,url_hotel,note
1,Mont Saint Michel,48.6359541,-1.51146,109.3,26.93,0.37,82.0,du 24/06/2026 au 01/07/2026,Hôtel Vert,https://www.booking.com/hotel/fr/vert.fr.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBM7gBF8gBD9gBA-gBAfgBAYgCAagCAbgC18ju0QbAAgHSAiQ3ZThjYTJiYS1iNWIxLTRmYjktYTc4Mi1jYmQwN2M1NGQ4M2LYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=a411432b5ef4020c&srepoch=1782293593&from=searchresults,8.2
1,Mont Saint Michel,48.6359541,-1.51146,109.3,26.93,0.37,82.0,du 24/06/2026 au 01/07/2026,Mercure Mont Saint Michel,https://www.booking.com/hotel/fr/mont-saint-michel.fr.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBM7gBF8gBD9gBA-gBAfgBAYgCAagCAbgC18ju0QbAAgHSAiQ3ZThjYTJiYS1iNWIxLTRmYjktYTc4Mi1jYmQwN2M1NGQ4M2LYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=a411432b5ef4020c&srepoch=1782293593&from=searchresults,8.4
1,Mont Saint Michel,48.6359541,-1.51146,109.3,26.93,0.37,82.0,du 24/06/2026 au 01/07/2026,Hotel De La Digue,https://www.booking.com/hotel/fr/de-la-digue.fr.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBM7gBF8gBD9gBA-gBAfgBAYgCAagCAbgC18ju0QbAAgHSAiQ3ZThjYTJiYS1iNWIxLTRmYjktYTc4Mi1jYmQwN2M1NGQ4M2LYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=a411432b5ef4020c&srepoch=1782293593&from=searchresults,7.6
1,Mont Saint Michel,48.6359541,-1.51146,109.3,26.93,0.37,82.0,du 24/06/2026 au 01/07/2026,Le Relais Saint Michel,https://www.booking.com/hotel/fr/le-relais-saint-michel.fr.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBM7gBF8gBD9gBA-gBAfgBAYgCAagCAbgC18ju0QbAAgHSAiQ3ZThjYTJiYS1iNWIxLTRmYjktYTc4Mi1jYmQwN2M1NGQ4M2LYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=a411432b5ef4020c&srepoch=1782293593&from=searchresults,8.3
1,Mont Saint Michel,48.6359541,-1.51146,109.3,26.93,0.37,82.0,du 24/06/2026 au 01/07/2026,La Confiance,https://www.booking.com/hotel/fr/les-terrasses-poulard.fr.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBM7gBF8gBD9gBA-gBAfgBAYgCAagCAbgC18ju0QbAAgHSAiQ3ZThjYTJiYS1iNWIxLTRmYjktYTc4Mi1jYmQwN2M1NGQ4M2LYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=a411432b5ef4020c&srepoch=1782293593&from=searchresults,7.5
1,Mont Saint Michel,48.6359541,-1.51146,109.3,26.93,0.37,82.0,du 24/06/2026 au 01/07/2026,Le Duguesclin,https://www.booking.com/hotel/fr/le-duguesclin-le-mont-saint-michel.fr.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBM7gBF8gBD9gBA-gBAfgBAYgCAagCAbgC18ju0QbAAgHSAiQ3ZThjYTJiYS1iNWIxLTRmYjktYTc4Mi1jYmQwN2M1NGQ4M2LYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=a411432b5ef4020c&srepoch=1782293593&from=searchresults,7.9
1,Mont Saint Michel,48.6359541,-1.51146,109.3,26.93,0.37,82.0,du 24/06/2026 au 01/07/2026,Hotel Gabriel,https://www.booking.com/hotel/fr/hotel-gabriel.fr.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBM7gBF8gBD9gBA-gBAfgBAYgCAagCAbgC18ju0QbAAgHSAiQ3ZThjYTJiYS1iNWIxLTRmYjktYTc4Mi1jYmQwN2M1NGQ4M2LYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=a411432b5ef4020c&srepoch=1782293593&from=searchresults,8.2
1,Mont Saint Michel,48.6359541,-1.51146,109.3,26.93,0.37,82.0,du 24/06/2026 au 01/07/2026,Le Relais Du Roy,https://www.booking.com/hotel/fr/le-relais-du-roy.fr.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBM7gBF8gBD9gBA-gBAfgBAYgCAagCAbgC18ju0QbAAgHSAiQ3ZThjYTJiYS1iNWIxLTRmYjktYTc4Mi1jYmQwN2M1NGQ4M2LYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=a411432b5ef4020c&srepoch=1782293593&from=searchresults,8.4
1,Mont Saint Michel,48.6359541,-1.51146,109.3,26.93,0.37,82.0,du 24/06/2026 au 01/07/2026,La Vieille Auberge,https://www.booking.com/hotel/fr/la-vieille-auberge-le-mont-saint-michel.fr.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBM7gBF8gBD9gBA-gBAfgBAYgCAagCAbgC18ju0QbAAgHSAiQ3ZThjYTJiYS1iNWIxLTRmYjktYTc4Mi1jYmQwN2M1NGQ4M2LYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=a411432b5ef4020c&srepoch=1782293593&from=searchresults,7.5
1,Mont Saint Michel,48.6359541,-1.51146,109.3,26.93,0.37,82.0,du 24/06/2026 au 01/07/2026,La Mère Poulard,https://www.booking.com/hotel/fr/la-mere-poulard.fr.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBM7gBF8gBD9gBA-gBAfgBAYgCAagCAbgC18ju0QbAAgHSAiQ3ZThjYTJiYS1iNWIxLTRmYjktYTc4Mi1jYmQwN2M1NGQ4M2LYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=a411432b5ef4020c&srepoch=1782293593&from=searchresults,7.6
1,Mont Saint Michel,48.6359541,-1.51146,109.3,26.93,0.37,82.0,du 24/06/2026 au 01/07/2026,Le Saint Aubert,https://www.booking.com/hotel/fr/hotel-saint-aubert.fr.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBM7gBF8gBD9gBA-gBAfgBAYgCAagCAbgC18ju0QbAAgHSAiQ3ZThjYTJiYS1iNWIxLTRmYjktYTc4Mi1jYmQwN2M1NGQ4M2LYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=a411432b5ef4020c&srepoch=1782293593&from=searchresults,7.5
